Test,Animal,Treatment,Stage,Trial,Date,Time,Duration,Distance,Mean speed,SE cuadrante : time,SWcuadrante : time,NW Cuadrante : time,NE cuadrante : time,Annulus NE : entries,Annulus NE : latency to first entry,Annulus NE : mean distance from,Annulus NE : path efficiency to entry,Annulus NE : CIPL,Annulus SW : entries,Annulus SW : latency to first entry,Annulus SW : mean distance from,Annulus SW : path efficiency to entry,Annulus SW : CIPL,Sexo
41,3b,CUMS_ctrl,entrenamiento_1,2,12/19/2022,15:29,5.3,1.082,0.206,2,0,0,3.2,1,5.2,0.323,0.399,1.33,0,,0.679,,,Macho
42,3b,CUMS_ctrl,entrenamiento_1,3,12/19/2022,15:30,3.4,0.37,0.109,0,0,0,3.4,1,3.4,0.226,0.9,0.25,0,,0.752,,,Macho
43,3b,CUMS_ctrl,entrenamiento_1,4,12/19/2022,15:31,21.8,4.255,0.195,12.1,0,4,5.7,1,21.8,0.344,0.108,6.93,0,,0.531,,,Macho
44,1-1,CUMS_ctrl,entrenamiento_1,1,12/19/2022,15:34,60,13.17,0.22,17.5,25.1,8.5,8.9,0,,0.559,,,2,32.2,0.402,0.012,13.16,Macho
45,1-1,CUMS_ctrl,entrenamiento_1,2,12/19/2022,15:36,17.1,3.484,0.204,5.9,2.4,4.1,4.7,1,17.1,0.403,0.089,6.62,0,,0.496,,,Hembra
46,1-1,CUMS_ctrl,entrenamiento_1,3,12/19/2022,15:37,60,12.524,0.209,5.1,10.5,15.6,28.8,0,,0.387,,,2,2.1,0.568,0.801,0.15,Hembra
47,1-1,CUMS_ctrl,entrenamiento_1,4,12/19/2022,15:39,7.2,0.753,0.104,0,0,5.5,1.8,1,7.2,0.347,0.586,1.54,0,,0.738,,,Hembra
48,2-1,CUMS_ctrl,entrenamiento_1,1,12/19/2022,15:43,60,11.863,0.198,4.6,27.9,15.4,12.1,0,,0.551,,,4,1.8,0.382,0.761,0.19,Macho
49,2-1,CUMS_ctrl,entrenamiento_1,2,12/19/2022,15:44,16.1,3.253,0.202,1.9,6.6,3.8,3.8,1,16.1,0.478,0.146,7.12,0,,0.396,,,Macho
50,2-1,CUMS_ctrl,entrenamiento_1,3,12/19/2022,15:45,59.9,12.193,0.204,11,18.2,12.9,17.9,1,59.9,0.426,0.052,24.52,2,15.4,0.409,0.096,4.88,Hembra
51,2-1,CUMS_ctrl,entrenamiento_1,4,12/19/2022,15:47,5.7,0.787,0.137,0,0,0.5,5.2,1,5.7,0.2,0.485,0.59,0,,0.772,,,Hembra
52,3-1,CUMS_ctrl,entrenamiento_1,1,12/19/2022,15:49,60,13.367,0.223,14.7,20.1,17,8.2,0,,0.556,,,1,33.9,0.415,0.037,15.53,Macho
53,3-1,CUMS_ctrl,entrenamiento_1,2,12/19/2022,15:50,48.3,8.596,0.178,14,2.1,12.7,19.5,1,48.3,0.342,0.034,16.27,0,,0.528,,,Hembra
54,3-1,CUMS_ctrl,entrenamiento_1,3,12/19/2022,15:52,47.2,7.832,0.166,7.9,8.6,0,30.7,1,47.2,0.252,0.031,11.89,0,,0.566,,,Macho
55,3-1,CUMS_ctrl,entrenamiento_1,4,12/19/2022,15:53,10.8,1.574,0.145,1.4,0,0.6,8.8,1,10.8,0.159,0.251,1.15,0,,0.633,,,Macho
56,4-1,CUMS_ctrl,entrenamiento_1,1,12/19/2022,15:55,60,12.954,0.216,20.3,12.5,12,15.1,0,,0.458,,,0,,0.462,,,Macho
57,4-1,CUMS_ctrl,entrenamiento_1,2,12/19/2022,15:57,13.5,2.701,0.199,1.5,0,2,10,1,13.5,0.174,0.089,2.2,0,,0.65,,,Macho
58,4-1,CUMS_ctrl,entrenamiento_1,3,12/19/2022,15:58,16.4,3.662,0.224,5.2,1.4,2.4,7.4,1,16.3,0.27,0.201,3.14,0,,0.528,,,Hembra
59,4-1,CUMS_ctrl,entrenamiento_1,4,12/19/2022,15:59,2.3,0.313,0.136,0,0,0,2.3,1,2.3,0.191,0.922,0.12,0,,0.81,,,Hembra
16,1a,CUMS_Fluox,entrenamiento_1,1,12/19/2022,14:49,37.9,7.813,0.206,3.9,17,14.6,2.5,1,37.9,0.628,0.099,22.31,0,,0.363,,,Hembra
17,1a,CUMS_Fluox,entrenamiento_1,2,12/19/2022,14:50,18.1,3.861,0.213,7.5,2.1,3.6,5,1,18.1,0.416,0.083,7.17,1,12.1,0.509,0.295,5.22,Macho
18,1a,CUMS_Fluox,entrenamiento_1,3,12/19/2022,14:51,32.3,6.674,0.207,11.4,11.5,0.7,8.7,1,32.2,0.475,0.109,14.01,1,21.4,0.417,0.071,9.03,Macho
19,1a,CUMS_Fluox,entrenamiento_1,4,12/19/2022,14:52,60,11.517,0.192,10.3,26.6,12.9,10.2,0,,0.529,,,4,6.3,0.336,0.591,1.47,Macho
20,2a,CUMS_Fluox,entrenamiento_1,1,12/19/2022,14:56,60,12.893,0.215,13.7,33.3,12.1,0.9,0,,0.628,,,1,12.9,0.275,0.072,3.23,Macho
21,2a,CUMS_Fluox,entrenamiento_1,2,12/19/2022,14:58,22.4,3.831,0.171,10.5,0,0,11.8,1,22.3,0.278,0.069,5.98,0,,0.608,,,Hembra
22,2a,CUMS_Fluox,entrenamiento_1,3,12/19/2022,14:59,18.1,3.114,0.172,8.1,6.1,0,3.8,1,18.1,0.481,0.254,6.82,0,,0.367,,,Hembra
23,2a,CUMS_Fluox,entrenamiento_1,4,12/19/2022,15:01,60,15.475,0.258,10.2,13.8,22.1,13.8,0,,0.461,,,0,,0.464,,,Hembra
24,3a,CUMS_Fluox,entrenamiento_1,1,12/19/2022,15:03,32.5,7.394,0.227,10.6,7.1,2.9,12,1,32.5,0.39,0.043,12.45,1,20.1,0.501,0.167,8.49,Macho
25,3a,CUMS_Fluox,entrenamiento_1,2,12/19/2022,15:04,39.9,8.315,0.208,11.1,7.3,7.1,14.4,1,39.9,0.366,0.096,13.02,0,,0.508,,,Hembra
26,3a,CUMS_Fluox,entrenamiento_1,3,12/19/2022,15:05,12.5,2.412,0.193,1.7,3.2,6.6,1,1,12.5,0.397,0.155,5.13,0,,0.454,,,Macho
27,3a,CUMS_Fluox,entrenamiento_1,4,12/19/2022,15:06,10,1.646,0.164,4.4,0,0.9,4.8,1,10,0.274,0.154,2.53,0,,0.618,,,Macho
28,4a,CUMS_Fluox,entrenamiento_1,1,12/19/2022,15:07,60,12.244,0.204,20.6,28.1,7.7,3.6,0,,0.647,,,0,,0.336,,,Macho
29,4a,CUMS_Fluox,entrenamiento_1,2,12/19/2022,15:10,6.5,0.939,0.145,1.6,0,0,4.8,1,6.5,0.207,0.381,0.84,0,,0.78,,,Macho
30,4a,CUMS_Fluox,entrenamiento_1,3,12/19/2022,15:11,44.3,8.541,0.193,12.9,5.5,12.3,13.6,1,44.3,0.39,0.073,17.13,0,,0.537,,,Hembra
31,4a,CUMS_Fluox,entrenamiento_1,4,12/19/2022,15:12,4.4,0.537,0.121,0,0,0,4.4,1,4.4,0.231,0.572,0.6,0,,0.801,,,Hembra
60,1-2,CUMS_Fluox,entrenamiento_1,1,12/19/2022,16:02,60,13.927,0.232,18.6,20.7,10.2,10.4,0,,0.568,,,1,58.1,0.454,0.01,26.7,Hembra
61,1-2,CUMS_Fluox,entrenamiento_1,2,12/19/2022,16:03,39.9,8.749,0.219,11,6.1,8.9,14,1,39.9,0.401,0.038,15.75,0,,0.537,,,Macho
62,1-2,CUMS_Fluox,entrenamiento_1,3,12/19/2022,16:04,6,1.501,0.248,1.5,0,0,4.5,1,6,0.184,0.227,1.02,0,,0.728,,,Hembra
63,1-2,CUMS_Fluox,entrenamiento_1,4,12/19/2022,16:05,14.6,2.775,0.19,4.4,0.4,4.9,4.9,1,14.6,0.344,0.147,4.57,0,,0.631,,,Macho
64,2-2,CUMS_Fluox,entrenamiento_1,1,12/19/2022,16:07,7,1.307,0.187,0,2.9,2.2,1.9,1,7,0.445,0.515,1.8,0,,0.406,,,Macho
65,2-2,CUMS_Fluox,entrenamiento_1,2,12/19/2022,16:08,3.8,0.721,0.19,1.9,0,0,1.9,1,3.8,0.236,0.492,0.51,0,,0.552,,,Macho
66,2-2,CUMS_Fluox,entrenamiento_1,3,12/19/2022,16:08,60,14.841,0.247,15.5,9.4,16.6,18.4,0,,0.436,,,0,,0.492,,,Macho
67,2-2,CUMS_Fluox,entrenamiento_1,4,12/19/2022,16:10,16.7,3.237,0.193,2.6,2.1,1,11,1,16.7,0.232,0.107,3.56,0,,0.543,,,Hembra
68,3-2,CUMS_Fluox,entrenamiento_1,1,12/19/2022,16:11,9.6,1.947,0.204,3.9,4,1,0.7,1,9.5,0.595,0.426,3.95,1,3.8,0.312,0.514,0.58,Hembra
69,3-2,CUMS_Fluox,entrenamiento_1,2,12/19/2022,16:12,6.3,1.458,0.23,2.4,0,0,4,1,6.3,0.295,0.472,0.79,0,,0.591,,,Hembra
70,3-2,CUMS_Fluox,entrenamiento_1,3,12/19/2022,16:12,51.8,11.145,0.215,7.2,9.4,11.4,23.9,1,51.7,0.378,0.027,19.55,1,10.1,0.557,0.267,4.36,Macho
71,3-2,CUMS_Fluox,entrenamiento_1,4,12/19/2022,16:13,5.5,0.733,0.133,0,0,1.7,3.8,1,5.5,0.27,0.54,0.87,0,,0.744,,,Macho
72,4-2,CUMS_Fluox,entrenamiento_1,1,12/19/2022,16:15,60,13.928,0.232,9.4,19.8,23,7.7,0,,0.525,,,1,56.3,0.41,0.023,23.3,Hembra
73,4-2,CUMS_Fluox,entrenamiento_1,2,12/19/2022,16:17,54,11.318,0.21,8.1,10.7,12,23.2,1,53.9,0.393,0.031,20.94,0,,0.525,,,Hembra
74,4-2,CUMS_Fluox,entrenamiento_1,3,12/19/2022,16:18,53.4,9.945,0.186,9.4,4.2,13.3,26.5,1,53.4,0.311,0.033,16.34,1,39.1,0.577,0.104,20.9,Macho
75,4-2,CUMS_Fluox,entrenamiento_1,4,12/19/2022,16:20,40.3,6.464,0.16,2.8,0,15.4,22.1,1,40.3,0.292,0.053,11.36,0,,0.695,,,Hembra
92,1b,CUMS_ctrl,entrenamiento_2,1,12/20/2022,15:02,4.5,0.776,0.173,1.5,0,0,2.9,1,4.5,0.228,0.34,0.8,0,,0.668,,,Macho
93,1b,CUMS_ctrl,entrenamiento_2,2,12/20/2022,15:02,22.7,5.077,0.224,2.9,5.9,4.9,9,1,22.7,0.399,0.153,7.66,0,,0.492,,,Macho
94,1b,CUMS_ctrl,entrenamiento_2,3,12/20/2022,15:03,2,0.279,0.136,0,0,0.5,1.5,1,2,0.141,0.907,0.04,0,,0.664,,,Macho
95,1b,CUMS_ctrl,entrenamiento_2,4,12/20/2022,15:04,25.8,5.866,0.227,8.5,4.8,6.4,6.1,1,25.8,0.483,0.115,11.4,0,,0.474,,,Macho
96,2b,CUMS_ctrl,entrenamiento_2,1,12/20/2022,15:07,3.7,0.689,0.186,1,0,0,2.7,1,3.7,0.175,0.384,0.44,0,,0.562,,,Hembra
97,2b,CUMS_ctrl,entrenamiento_2,2,12/20/2022,15:07,8.3,2.03,0.245,4.2,2,1.2,1,1,8.3,0.496,0.384,2.82,1,2.2,0.37,0.843,0.2,Hembra
98,2b,CUMS_ctrl,entrenamiento_2,3,12/20/2022,15:08,1.9,0.368,0.196,0,0,0,1.9,1,1.9,0.193,0.799,0.12,0,,0.82,,,Hembra
99,2b,CUMS_ctrl,entrenamiento_2,4,12/20/2022,15:08,16.9,3.932,0.233,1.2,4.1,3.2,8.4,1,16.9,0.354,0.189,4.73,0,,0.444,,,Macho
100,3b,CUMS_ctrl,entrenamiento_2,1,12/20/2022,15:09,37,10.119,0.273,9.5,11,4.7,11.8,1,37,0.384,0.033,14,2,13.3,0.387,0.17,4.98,Macho
101,3b,CUMS_ctrl,entrenamiento_2,2,12/20/2022,15:10,8.1,2.217,0.275,2.9,0,2.5,2.6,1,8,0.329,0.3,1.81,0,,0.504,,,Hembra
102,3b,CUMS_ctrl,entrenamiento_2,3,12/20/2022,15:12,3.3,0.738,0.226,0.9,0,0.2,2.2,1,3.2,0.188,0.259,0.52,0,,0.467,,,Hembra
103,3b,CUMS_ctrl,entrenamiento_2,4,12/20/2022,15:12,23.1,5.441,0.235,2.6,5.4,2.1,13.1,1,23.1,0.318,0.137,6.13,0,,0.524,,,Macho
104,1-1,CUMS_ctrl,entrenamiento_2,1,12/20/2022,15:15,33.1,7.755,0.234,9.5,6.2,4.1,13.4,1,33.1,0.393,0.042,12.75,1,26.9,0.52,0.091,12.93,Hembra
105,1-1,CUMS_ctrl,entrenamiento_2,2,12/20/2022,15:16,6.2,1.31,0.21,0,1.4,1.6,3.3,1,6.2,0.327,0.544,0.79,0,,0.457,,,Macho
106,1-1,CUMS_ctrl,entrenamiento_2,3,12/20/2022,15:17,21.8,3.964,0.182,1.6,3.6,4.3,12.3,1,21.8,0.271,0.044,5.8,1,9.1,0.482,0.399,2.17,Macho
107,1-1,CUMS_ctrl,entrenamiento_2,4,12/20/2022,15:18,12.5,2.163,0.174,2,5.4,0.2,4.9,1,12.5,0.42,0.363,3.38,0,,0.384,,,Macho
108,2-1,CUMS_ctrl,entrenamiento_2,1,12/20/2022,15:21,16.1,3.497,0.217,3,3.2,2.7,7.2,1,16.1,0.338,0.097,5.17,0,,0.512,,,Macho
109,2-1,CUMS_ctrl,entrenamiento_2,2,12/20/2022,15:22,3.3,0.735,0.222,0,0,2.5,0.8,1,3.3,0.399,0.949,0.2,0,,0.353,,,Hembra
110,2-1,CUMS_ctrl,entrenamiento_2,3,12/20/2022,15:22,60,12.731,0.212,7.6,9.5,20.9,22,0,,0.377,,,1,34.8,0.503,0.096,17.72,Hembra
111,2-1,CUMS_ctrl,entrenamiento_2,4,12/20/2022,15:25,8.8,1.331,0.151,2.4,4.4,0,2,1,8.8,0.444,0.489,2.47,1,2.5,0.262,0.832,0.17,Hembra
112,3-1,CUMS_ctrl,entrenamiento_2,1,12/20/2022,15:27,11.5,2.701,0.235,2,0,0,9.4,1,11.5,0.176,0.108,1.82,0,,0.666,,,Macho
113,3-1,CUMS_ctrl,entrenamiento_2,2,12/20/2022,15:27,3.4,0.866,0.255,0,0,2.5,0.9,1,3.4,0.393,0.784,0.38,0,,0.468,,,Macho
114,3-1,CUMS_ctrl,entrenamiento_2,3,12/20/2022,15:28,16,3.938,0.247,3,3.3,6.4,3.3,1,15.9,0.433,0.121,6.42,0,,0.439,,,Macho
115,3-1,CUMS_ctrl,entrenamiento_2,4,12/20/2022,15:28,5.3,1.277,0.239,0,1.8,0.7,2.9,1,5.3,0.304,0.555,0.51,0,,0.46,,,Macho
116,4-1,CUMS_ctrl,entrenamiento_2,1,12/20/2022,15:30,3.6,0.754,0.209,2.8,0,0,0.8,1,3.6,0.32,0.514,0.79,0,,0.539,,,Hembra
117,4-1,CUMS_ctrl,entrenamiento_2,2,12/20/2022,15:30,52.3,13.287,0.254,16.6,12.6,6.4,16.6,1,52.3,0.427,0.058,21.09,2,1.1,0.493,0.995,0.05,Hembra
118,4-1,CUMS_ctrl,entrenamiento_2,3,12/20/2022,15:31,14.4,3.319,0.23,5.5,2.5,2.2,4.2,1,14.4,0.393,0.118,5.31,1,2.9,0.457,0.811,0.33,Hembra
119,4-1,CUMS_ctrl,entrenamiento_2,4,12/20/2022,15:32,2.9,0.591,0.2,1.8,0,0,1.1,1,2.9,0.291,0.888,0.13,0,,0.422,,,Macho
76,1a,CUMS_Fluox,entrenamiento_2,1,12/20/2022,14:42,21.3,4.89,0.23,5.4,3.1,3.1,9.7,1,21.3,0.284,0.072,5.75,1,10.8,0.518,0.347,4.23,Hembra
77,1a,CUMS_Fluox,entrenamiento_2,2,12/20/2022,14:43,8.2,1.98,0.24,0,3,4,1.2,1,8.2,0.4,0.215,2.86,0,,0.398,,,Macho
78,1a,CUMS_Fluox,entrenamiento_2,3,12/20/2022,14:44,1.6,0.229,0.146,0,0,0,1.6,1,1.6,0.138,0.963,0.04,0,,0.687,,,Macho
79,1a,CUMS_Fluox,entrenamiento_2,4,12/20/2022,14:44,26.7,6.08,0.227,9.6,5.9,0,11.3,1,26.7,0.355,0.105,8.54,2,10.6,0.511,0.188,4.79,Macho
80,2a,CUMS_Fluox,entrenamiento_2,1,12/20/2022,14:48,60,15.564,0.259,12.5,12.2,15.6,19.7,0,,0.37,,,3,19.3,0.477,0.05,9.53,Macho
81,2a,CUMS_Fluox,entrenamiento_2,2,12/20/2022,14:50,30.6,6.114,0.2,5.6,5.1,8.5,11.5,1,30.6,0.298,0.054,8.83,0,,0.496,,,Hembra
82,2a,CUMS_Fluox,entrenamiento_2,3,12/20/2022,14:51,11.2,2.137,0.19,3.1,3.2,2.1,2.9,1,11.2,0.377,0.31,3.03,0,,0.361,,,Hembra
83,2a,CUMS_Fluox,entrenamiento_2,4,12/20/2022,14:51,16.3,3.027,0.185,3.3,1.3,3,8.8,1,16.3,0.244,0.088,3.78,0,,0.442,,,Hembra
84,3a,CUMS_Fluox,entrenamiento_2,1,12/20/2022,14:53,3,0.333,0.11,0,0,0,3,1,3,0.167,0.611,0.29,0,,0.668,,,Macho
85,3a,CUMS_Fluox,entrenamiento_2,2,12/20/2022,14:53,5.5,1.366,0.247,0,1.8,2.5,1.2,1,5.5,0.498,0.576,1.44,0,,0.436,,,Hembra
86,3a,CUMS_Fluox,entrenamiento_2,3,12/20/2022,14:54,3.4,0.818,0.241,1.4,0,1,1,1,3.4,0.24,0.4,0.58,0,,0.449,,,Macho
87,3a,CUMS_Fluox,entrenamiento_2,4,12/20/2022,14:54,6.4,1.525,0.239,0,2.9,2,1.6,1,6.4,0.453,0.485,1.68,1,1.5,0.386,0.943,0.09,Macho
88,4a,CUMS_Fluox,entrenamiento_2,1,12/20/2022,14:56,1.8,0.264,0.15,0,0,0,1.8,1,1.7,0.17,0.89,0.12,0,,0.647,,,Macho
89,4a,CUMS_Fluox,entrenamiento_2,2,12/20/2022,14:57,60,16.257,0.271,12.3,16.5,14.7,16.5,0,,0.433,,,1,10.2,0.491,0.067,4.69,Macho
90,4a,CUMS_Fluox,entrenamiento_2,3,12/20/2022,14:58,20.3,4.116,0.203,0,4.5,7.1,8.7,1,20.3,0.374,0.087,7.24,0,,0.501,,,Hembra
91,4a,CUMS_Fluox,entrenamiento_2,4,12/20/2022,14:59,3.8,0.789,0.206,3,0,0,0.8,1,3.8,0.385,0.823,0.38,0,,0.411,,,Hembra
120,1-2,CUMS_Fluox,entrenamiento_2,1,12/20/2022,15:36,6,0.643,0.107,3.7,0,0,2.3,1,6,0.235,0.489,0.88,0,,0.612,,,Hembra
121,1-2,CUMS_Fluox,entrenamiento_2,2,12/20/2022,15:36,8.4,1.254,0.148,0,2.5,1.8,4.2,1,8.4,0.334,0.624,0.73,0,,0.455,,,Macho
122,1-2,CUMS_Fluox,entrenamiento_2,3,12/20/2022,15:37,7.6,1.827,0.242,3.4,0.7,2.3,1.2,1,7.5,0.393,0.18,2.71,0,,0.428,,,Macho
123,1-2,CUMS_Fluox,entrenamiento_2,4,12/20/2022,15:37,5.4,0.963,0.178,2,1.7,0,1.7,1,5.4,0.38,0.759,0.47,0,,0.375,,,Hembra
124,2-2,CUMS_Fluox,entrenamiento_2,1,12/20/2022,15:40,4.5,0.924,0.205,0,0,0,4.5,1,4.5,0.2,0.364,0.6,0,,0.802,,,Hembra
125,2-2,CUMS_Fluox,entrenamiento_2,2,12/20/2022,15:40,4.2,1.048,0.252,0.3,3.1,0,0.8,1,4.1,0.533,0.76,0.9,0,,0.207,,,Macho
126,2-2,CUMS_Fluox,entrenamiento_2,3,12/20/2022,15:41,4.7,0.975,0.206,0,0,3.8,0.9,1,4.7,0.383,0.414,1.37,0,,0.531,,,Hembra
127,2-2,CUMS_Fluox,entrenamiento_2,4,12/20/2022,15:41,2.4,0.627,0.258,1.7,0,0,0.7,1,2.4,0.375,0.999,0.12,0,,0.382,,,Macho
128,3-2,CUMS_Fluox,entrenamiento_2,1,12/20/2022,15:43,43.6,9.224,0.211,15.6,9.1,3.7,15.2,1,43.6,0.44,0.032,18.97,1,32,0.526,0.092,15.62,Macho
129,3-2,CUMS_Fluox,entrenamiento_2,2,12/20/2022,15:44,36.8,6.963,0.189,10.4,6,9.1,11.3,1,36.8,0.329,0.113,10.4,0,,0.427,,,Macho
130,3-2,CUMS_Fluox,entrenamiento_2,3,12/20/2022,15:45,6.2,0.735,0.118,0,0,2,4.2,1,6.2,0.253,0.444,1.08,0,,0.714,,,Macho
131,3-2,CUMS_Fluox,entrenamiento_2,4,12/20/2022,15:45,13.1,2.596,0.198,0,5.5,0.2,7.4,1,13.1,0.34,0.274,3.14,2,1.2,0.416,0.865,0.03,Hembra
132,4-2,CUMS_Fluox,entrenamiento_2,1,12/20/2022,15:46,8.5,1.99,0.235,1.5,0,1.4,5.5,1,8.5,0.176,0.171,1.23,0,,0.594,,,Hembra
133,4-2,CUMS_Fluox,entrenamiento_2,2,12/20/2022,15:47,8.3,1.893,0.229,0,5.2,1.4,1.7,1,8.2,0.49,0.327,3.17,1,2.7,0.217,0.511,0.19,Hembra
134,4-2,CUMS_Fluox,entrenamiento_2,3,12/20/2022,15:47,25.1,5.698,0.227,6.5,1.5,7.7,9.5,1,25.1,0.331,0.038,8.19,0,,0.532,,,Macho
135,4-2,CUMS_Fluox,entrenamiento_2,4,12/20/2022,15:48,6.5,1.28,0.198,4.3,0,0,2.2,1,6.5,0.384,0.487,1.47,0,,0.59,,,Macho
152,1b,CUMS_ctrl,entrenamiento_3,1,12/21/2022,14:16,8.9,1.864,0.208,0,3.6,4.5,0.9,1,8.9,0.46,0.397,2.76,1,2.4,0.328,0.636,0.09,Hembra
153,1b,CUMS_ctrl,entrenamiento_3,2,12/21/2022,14:16,3.8,0.899,0.234,1.6,1.5,0,0.7,1,3.8,0.496,0.787,0.82,0,,0.327,,,Hembra
154,1b,CUMS_ctrl,entrenamiento_3,3,12/21/2022,14:16,2.1,0.293,0.137,0,0,0,2.1,1,2.1,0.184,0.937,0.04,0,,0.689,,,Macho
155,1b,CUMS_ctrl,entrenamiento_3,4,12/21/2022,14:17,5.2,0.957,0.185,0.7,0,0,4.5,1,5.2,0.159,0.242,0.66,0,,0.62,,,Hembra
156,2b,CUMS_ctrl,entrenamiento_3,1,12/21/2022,14:18,16.1,4.169,0.259,1.8,4,3.7,6.7,1,16.1,0.374,0.139,5.33,1,11.7,0.454,0.093,5.27,Macho
157,2b,CUMS_ctrl,entrenamiento_3,2,12/21/2022,14:19,2.4,0.75,0.317,1.1,0.6,0,0.7,1,2.4,0.394,0.896,0.17,0,,0.36,,,Macho
158,2b,CUMS_ctrl,entrenamiento_3,3,12/21/2022,14:20,9.4,2.19,0.234,2.5,3.2,0.1,3.6,1,9.3,0.378,0.157,3.25,0,,0.394,,,Macho
